id,scop_code,class,fold,superfamily,family,length
d1o59a1,b.18.1.22,b,b.18,b.18.1,b.18.1.22,187
d1uwwa_,b.18.1.23,b,b.18,b.18.1,b.18.1.23,184
d1wmxa_,b.18.1.24,b,b.18,b.18.1,b.18.1.24,173
d3njxa3,b.18.1.25,b,b.18,b.18.1,b.18.1.25,171
d1xoya1,b.18.1.26,b,b.18,b.18.1,b.18.1.26,160
d1w0na_,b.18.1.28,b,b.18,b.18.1,b.18.1.28,120
d2g9fa1,b.18.1.29,b,b.18,b.18.1,b.18.1.29,180
d4v0fa1,b.18.1.30,b,b.18,b.18.1,b.18.1.30,167
d1wkya1,b.18.1.31,b,b.18,b.18.1,b.18.1.31,151
d2o14a1,b.18.1.32,b,b.18,b.18.1,b.18.1.32,146
d2vmha_,b.18.1.33,b,b.18,b.18.1,b.18.1.33,147
d1nqja_,b.18.1.36,b,b.18,b.18.1,b.18.1.36,101
d3ziwa2,b.18.1.37,b,b.18,b.18.1,b.18.1.37,120
d6xlra1,b.18.1.0,b,b.18,b.18.1,b.18.1.0,150
d6fmca1,b.18.1.0,b,b.18,b.18.1,b.18.1.0,155
d6yd4a2,b.18.1.0,b,b.18,b.18.1,b.18.1.0,132
d3idaa2,b.18.1.0,b,b.18,b.18.1,b.18.1.0,223
d6jz2a1,b.18.1.0,b,b.18,b.18.1,b.18.1.0,184
d2cdpa_,b.18.1.0,b,b.18,b.18.1,b.18.1.0,138
d2j1ra_,b.18.1.0,b,b.18,b.18.1,b.18.1.0,142
d3og2a4,b.18.1.0,b,b.18,b.18.1,b.18.1.0,184
d3og2a5,b.18.1.0,b,b.18,b.18.1,b.18.1.0,171
d1ahsa_,b.19.1.1,b,b.19,b.19.1,b.19.1.1,126
d1uf2c2,b.19.1.1,b,b.19,b.19.1,b.19.1.1,153
d1qhda2,b.19.1.1,b,b.19,b.19.1,b.19.1.1,184
d3ku3a1,b.19.1.2,b,b.19,b.19.1,b.19.1.2,323
d1flca1,b.19.1.3,b,b.19,b.19.1,b.19.1.3,156
d1aola_,b.20.1.1,b,b.20,b.20.1,b.20.1.1,228
d1h7za_,b.21.1.1,b,b.21,b.21.1,b.21.1.1,191
d2oj5a1,b.21.1.2,b,b.21,b.21.1,b.21.1.2,143
d2f0ca1,b.21.1.3,b,b.21,b.21.1,b.21.1.3,101
d2j2ja_,b.21.1.0,b,b.21,b.21.1,b.21.1.0,182
d2bzva1,b.21.1.0,b,b.21,b.21.1,b.21.1.0,159
d1dg6a_,b.22.1.1,b,b.22,b.22.1,b.22.1.1,162
d1kxga_,b.22.1.1,b,b.22,b.22.1,b.22.1.1,144
d5uuia_,b.22.1.1,b,b.22,b.22.1,b.22.1.1,149
d2hewf1,b.22.1.1,b,b.22,b.22.1,b.22.1.1,128
d6u66a_,b.22.1.1,b,b.22,b.22.1,b.22.1.1,136
d4db5a_,b.22.1.1,b,b.22,b.22.1,b.22.1.1,121
d2ka3a_,b.22.1.0,b,b.22,b.22.1,b.22.1.0,150
d1sfpa_,b.23.1.1,b,b.23,b.23.1,b.23.1.1,111
d1nzia1,b.23.1.1,b,b.23,b.23.1,b.23.1.1,117
d3mjja1,b.23.3.0,b,b.23,b.23.3,b.23.3.0,299
d1hn0a3,b.24.1.1,b,b.24,b.24.1,b.24.1.1,122
d1rwaa2,b.24.1.1,b,b.24,b.24.1,b.24.1.1,113
d1cb8a2,b.24.1.1,b,b.24,b.24.1,b.24.1.1,101
d1egua2,b.24.1.1,b,b.24,b.24.1,b.24.1.1,78
d1x1ia2,b.24.1.0,b,b.24,b.24.1,b.24.1.0,118
d4d6ga2,b.24.2.0,b,b.24,b.24.2,b.24.2.0,165
d4bcta_,b.25.1.1,b,b.25,b.25.1,b.25.1.1,201
d6m64a1,b.26.1.1,b,b.26,b.26.1,b.26.1.1,200
d1gxca_,b.26.1.2,b,b.26,b.26.1,b.26.1.2,116
d1g6ga_,b.26.1.2,b,b.26,b.26.1,b.26.1.2,127
d1dmza_,b.26.1.2,b,b.26,b.26.1,b.26.1.2,158
d2brfa1,b.26.1.2,b,b.26,b.26.1,b.26.1.2,101
d2piea2,b.26.1.2,b,b.26,b.26.1,b.26.1.2,128
d3a77a_,b.26.1.3,b,b.26,b.26.1,b.26.1.3,239
d1wv3a1,b.26.1.4,b,b.26,b.26.1,b.26.1.4,78
d1wv3a2,b.26.1.4,b,b.26,b.26.1,b.26.1.4,108
d3gqsa_,b.26.1.0,b,b.26,b.26.1,b.26.1.0,101
d3fm8a_,b.26.1.0,b,b.26,b.26.1,b.26.1.0,98
d3po8a1,b.26.1.0,b,b.26,b.26.1,b.26.1.0,95
d1cq3a_,b.27.1.1,b,b.27,b.27.1,b.27.1.1,224
d1p35a_,b.28.1.1,b,b.28,b.28.1,b.28.1.1,299
d1nlsa_,b.29.1.1,b,b.29,b.29.1,b.29.1.1,237
d1dhkb_,b.29.1.1,b,b.29,b.29.1,b.29.1.1,204
d1o4ya_,b.29.1.2,b,b.29,b.29.1,b.29.1.2,270
d1dypa_,b.29.1.2,b,b.29,b.29.1,b.29.1.2,271
d3h0oa_,b.29.1.2,b,b.29,b.29.1,b.29.1.2,240
d3zsja_,b.29.1.3,b,b.29,b.29.1,b.29.1.3,138
d6qrna_,b.29.1.3,b,b.29,b.29.1,b.29.1.3,140
d1h30a1,b.29.1.4,b,b.29,b.29.1,b.29.1.4,191
d1h30a2,b.29.1.4,b,b.29,b.29.1,b.29.1.4,218
d2erfa_,b.29.1.4,b,b.29,b.29.1,b.29.1.4,209
d5ik4a1,b.29.1.4,b,b.29,b.29.1,b.29.1.4,193
d3boda1,b.29.1.4,b,b.29,b.29.1,b.29.1.4,173
d4avsa_,b.29.1.5,b,b.29,b.29.1,b.29.1.5,204
d1ikpa1,b.29.1.7,b,b.29,b.29.1,b.29.1.7,250
d1w0pa1,b.29.1.8,b,b.29,b.29.1,b.29.1.8,192
d1w0pa2,b.29.1.8,b,b.29,b.29.1,b.29.1.8,197
d2slia1,b.29.1.9,b,b.29,b.29.1,b.29.1.9,196
d2v3ia_,b.29.1.10,b,b.29,b.29.1,b.29.1.10,434
d6y0ha_,b.29.1.11,b,b.29,b.29.1,b.29.1.11,189
d2a6za1,b.29.1.13,b,b.29,b.29.1,b.29.1.13,221
d3a4ua_,b.29.1.13,b,b.29,b.29.1,b.29.1.13,228
d1s0ka4,b.29.1.15,b,b.29,b.29.1,b.29.1.15,224
d1ux6a1,b.29.1.16,b,b.29,b.29.1,b.29.1.16,216
d1oq1a1,b.29.1.17,b,b.29,b.29.1,b.29.1.17,220
d1j1ta_,b.29.1.18,b,b.29,b.29.1,b.29.1.18,228
d1utwa2,b.29.1.19,b,b.29,b.29.1,b.29.1.19,138
d1y4wa1,b.29.1.19,b,b.29,b.29.1,b.29.1.19,164
d6sxta1,b.29.1.21,b,b.29,b.29.1,b.29.1.21,319
d2fnja1,b.29.1.22,b,b.29,b.29.1,b.29.1.22,217
d2voka1,b.29.1.22,b,b.29,b.29.1,b.29.1.22,179
d2a5za1,b.29.1.24,b,b.29,b.29.1,b.29.1.24,239
d2c9aa2,b.29.1.25,b,b.29,b.29.1,b.29.1.25,163
d5x4ra_,b.29.1.26,b,b.29,b.29.1,b.29.1.26,333
d3r4db_,b.29.1.26,b,b.29,b.29.1,b.29.1.26,254
d5x4sa_,b.29.1.26,b,b.29,b.29.1,b.29.1.26,272
d3wuca_,b.29.1.0,b,b.29,b.29.1,b.29.1.0,135
d3wg3a1,b.29.1.0,b,b.29,b.29.1,b.29.1.0,161
d3pmea1,b.29.1.0,b,b.29,b.29.1,b.29.1.0,218
d3vl9a_,b.29.1.0,b,b.29,b.29.1,b.29.1.0,222
d3pvea_,b.29.1.0,b,b.29,b.29.1,b.29.1.0,183
d6ut9a1,b.29.1.0,b,b.29,b.29.1,b.29.1.0,159
d3c2ua2,b.29.1.0,b,b.29,b.29.1,b.29.1.0,212
d6sdua1,b.29.1.0,b,b.29,b.29.1,b.29.1.0,220
d2cwsa1,b.29.1.0,b,b.29,b.29.1,b.29.1.0,226
d2uwaa_,b.29.1.0,b,b.29,b.29.1,b.29.1.0,274
d4bpza1,b.29.1.0,b,b.29,b.29.1,b.29.1.0,248
d1w7ca1,b.30.2.1,b,b.30,b.30.2,b.30.2.1,464
d1jz8a4,b.30.5.1,b,b.30,b.30.5,b.30.5.1,293
d1rwaa3,b.30.5.2,b,b.30,b.30.5,b.30.5.2,272
d1v7va2,b.30.5.3,b,b.30,b.30.5,b.30.5.3,270
d1h54a2,b.30.5.3,b,b.30,b.30.5,b.30.5.3,268
d1nsza1,b.30.5.4,b,b.30,b.30.5,b.30.5.4,337
d1lf9a2,b.30.5.5,b,b.30,b.30.5,b.30.5.5,277
d3bvxa2,b.30.5.6,b,b.30,b.30.5,b.30.5.6,522
d1jova_,b.30.5.7,b,b.30,b.30.5,b.30.5.7,269
d1k1xa2,b.30.5.8,b,b.30,b.30.5,b.30.5.8,275
d1txka2,b.30.5.9,b,b.30,b.30.5,b.30.5.9,374
d3njxa1,b.30.5.10,b,b.30,b.30.5,b.30.5.10,250
d3weoa1,b.30.5.11,b,b.30,b.30.5,b.30.5.11,262
d2g3ma1,b.30.5.11,b,b.30,b.30.5,b.30.5.11,150
d2f2ha2,b.30.5.11,b,b.30,b.30.5,b.30.5.11,247
d1ygaa_,b.30.5.0,b,b.30,b.30.5,b.30.5.0,336
d6gvda1,b.30.5.0,b,b.30,b.30.5,b.30.5.0,177
d6e36a_,b.30.6.1,b,b.30,b.30.6,b.30.6.1,395
d4ld8a1,b.31.1.1,b,b.31,b.31.1,b.31.1.1,150
d4ld8a2,b.31.1.1,b,b.31,b.31.1,b.31.1.1,106
d1qexa_,b.32.1.1,b,b.32,b.32.1,b.32.1.1,288
d1jm1a_,b.33.1.1,b,b.33,b.33.1,b.33.1.1,202
d1nyka_,b.33.1.1,b,b.33,b.33.1,b.33.1.1,156
d3azca1,b.33.1.1,b,b.33,b.33.1,b.33.1.1,127
d7buga1,b.33.1.0,b,b.33,b.33.1,b.33.1.0,141
d4aiva_,b.33.1.0,b,b.33,b.33.1,b.33.1.0,113
d3dqya_,b.33.1.0,b,b.33,b.33.1,b.33.1.0,106
d4hjla1,b.33.1.0,b,b.33,b.33.1,b.33.1.0,154
d5nqdb_,b.33.1.0,b,b.33,b.33.1,b.33.1.0,132
d1biaa2,b.34.1.1,b,b.34,b.34.1,b.34.1.1,47
d2dxua2,b.34.1.1,b,b.34,b.34.1,b.34.1.1,47
d2dtra3,b.34.1.2,b,b.34,b.34.1,b.34.1.2,79
d1fx7a3,b.34.1.2,b,b.34,b.34.1,b.34.1.2,86
d6e55a1,b.34.1.2,b,b.34,b.34.1,b.34.1.2,75
d1igqa_,b.34.1.3,b,b.34,b.34.1,b.34.1.3,54
d2jmca1,b.34.2.1,b,b.34,b.34.2,b.34.2.1,73
d1bb9a_,b.34.2.1,b,b.34,b.34.2,b.34.2.1,83
d1ri9a_,b.34.2.1,b,b.34,b.34.2,b.34.2.1,77
d1ug1a1,b.34.2.1,b,b.34,b.34.2,b.34.2.1,78
d1wfwa1,b.34.2.1,b,b.34,b.34.2,b.34.2.1,61
d1i1ja_,b.34.2.1,b,b.34,b.34.2,b.34.2.1,106
d1ng2a2,b.34.2.1,b,b.34,b.34.2,b.34.2.1,118
d2iima2,b.34.2.1,b,b.34,b.34.2,b.34.2.1,61
d1t0ha_,b.34.2.1,b,b.34,b.34.2,b.34.2.1,96
d1gcqc1,b.34.2.1,b,b.34,b.34.2,b.34.2.1,65
d3i5ra_,b.34.2.1,b,b.34,b.34.2,b.34.2.1,81
d2g6fx1,b.34.2.1,b,b.34,b.34.2,b.34.2.1,54
d2v1qa1,b.34.2.0,b,b.34,b.34.2,b.34.2.0,57
d2j05a1,b.34.2.0,b,b.34,b.34.2,b.34.2.0,61
d2csqa1,b.34.2.0,b,b.34,b.34.2,b.34.2.0,84
d1x43a1,b.34.2.0,b,b.34,b.34.2,b.34.2.0,68
d1u3oa_,b.34.2.0,b,b.34,b.34.2,b.34.2.0,67
d1qvia1,b.34.3.1,b,b.34,b.34.3,b.34.3.1,48
d1w7ja1,b.34.3.1,b,b.34,b.34.3,b.34.3.1,61
d1lvka1,b.34.3.1,b,b.34,b.34.3,b.34.3.1,46
d2rh2a_,b.34.4.1,b,b.34,b.34.4,b.34.4.1,58
d1dj7b_,b.34.4.3,b,b.34,b.34.4,b.34.4.3,73
d3hhtb_,b.34.4.4,b,b.34,b.34.4,b.34.4.4,227
d6ly5e_,b.34.4.0,b,b.34,b.34.4,b.34.4.0,63
d1vq8q1,b.34.5.1,b,b.34,b.34.5,b.34.5.1,95
d1vq8t1,b.34.5.1,b,b.34,b.34.5,b.34.5.1,119
d2j01y1,b.34.5.1,b,b.34,b.34.5,b.34.5.1,101
d1ueba1,b.34.5.2,b,b.34,b.34.5,b.34.5.2,63
d1bkba1,b.34.5.2,b,b.34,b.34.5,b.34.5.2,71
d1khia1,b.34.5.2,b,b.34,b.34.5,b.34.5.2,76
d1vq8a1,b.34.5.3,b,b.34,b.34.5,b.34.5.3,147
d1nppa2,b.34.5.4,b,b.34,b.34.5,b.34.5.4,58
d2do3a1,b.34.5.5,b,b.34,b.34.5,b.34.5.5,62
d2j01t1,b.34.5.6,b,b.34,b.34.5,b.34.5.6,138
d2joya1,b.34.5.7,b,b.34,b.34.5,b.34.5.7,96
d3hpwa_,b.34.6.1,b,b.34,b.34.6,b.34.6.1,101
d7dhpa_,b.34.6.2,b,b.34,b.34.6,b.34.6.2,110
d2a7ya1,b.34.6.3,b,b.34,b.34.6,b.34.6.3,80
d6l2aa1,b.34.6.0,b,b.34,b.34.6,b.34.6.0,116
d6t6ea1,b.34.7.1,b,b.34,b.34.7,b.34.7.1,52
d3s3na3,b.34.7.1,b,b.34,b.34.7,b.34.7.1,60
d4fw1a2,b.34.7.0,b,b.34,b.34.7,b.34.7.0,53
d1hyoa1,b.34.8.1,b,b.34,b.34.8,b.34.8.1,118
d2qqra1,b.34.9.1,b,b.34,b.34.9,b.34.9.1,59
d2qqra2,b.34.9.1,b,b.34,b.34.9,b.34.9.1,56
d2hqxa1,b.34.9.1,b,b.34,b.34.9,b.34.9.1,90
d2g3ra2,b.34.9.1,b,b.34,b.34.9,b.34.9.1,66
d2g3ra1,b.34.9.1,b,b.34,b.34.9,b.34.9.1,53
d1mhna_,b.34.9.1,b,b.34,b.34.9,b.34.9.1,59
d3fdra_,b.34.9.1,b,b.34,b.34.9,b.34.9.1,89
d1khca_,b.34.9.2,b,b.34,b.34.9,b.34.9.2,137
d6iipa1,b.34.9.2,b,b.34,b.34.9,b.34.9.2,87
d1oz2a1,b.34.9.3,b,b.34,b.34.9,b.34.9.3,110
d2jnga1,b.34.9.4,b,b.34,b.34.9,b.34.9.4,76
d2l89a_,b.34.9.0,b,b.34,b.34.9,b.34.9.0,108
d2e3ha1,b.34.10.1,b,b.34,b.34.10,b.34.10.1,71
d1whma1,b.34.10.1,b,b.34,b.34.10,b.34.10.1,79
d1m9sa2,b.34.11.1,b,b.34,b.34.11,b.34.11.1,75
d1m9sa3,b.34.11.1,b,b.34,b.34.11,b.34.11.1,86
d2akka1,b.34.11.2,b,b.34,b.34.11,b.34.11.2,72
d1xova1,b.34.11.4,b,b.34,b.34.11,b.34.11.4,134
d2hbwa1,b.34.11.0,b,b.34,b.34.11,b.34.11.0,73
d3pt9a1,b.34.12.1,b,b.34,b.34.12,b.34.12.1,181
d3pt9a2,b.34.12.1,b,b.34,b.34.12,b.34.12.1,199
d4kuia_,b.34.12.0,b,b.34,b.34.12,b.34.12.0,214
d2xiwa_,b.34.13.1,b,b.34,b.34.13,b.34.13.1,64
d3deoa1,b.34.13.2,b,b.34,b.34.13,b.34.13.2,44
d2fmma_,b.34.13.2,b,b.34,b.34.13,b.34.13.2,68
d1pfba_,b.34.13.2,b,b.34,b.34.13,b.34.13.2,55
d5afwa1,b.34.13.2,b,b.34,b.34.13,b.34.13.2,93
d5afwa2,b.34.13.2,b,b.34,b.34.13,b.34.13.2,70
d2buda1,b.34.13.3,b,b.34,b.34.13,b.34.13.3,88
d6ftoa_,b.34.13.0,b,b.34,b.34.13,b.34.13.0,66
d3m9qa_,b.34.13.0,b,b.34,b.34.13,b.34.13.0,89
d3mtsa1,b.34.13.0,b,b.34,b.34.13,b.34.13.0,61
d1yvua1,b.34.14.1,b,b.34,b.34.14,b.34.14.1,311
d1u04a1,b.34.14.1,b,b.34,b.34.14,b.34.14.1,323
d3mj0a1,b.34.14.1,b,b.34,b.34.14,b.34.14.1,117
d4krea1,b.34.14.0,b,b.34,b.34.14,b.34.14.0,393
d1sf9a1,b.34.15.1,b,b.34,b.34.15,b.34.15.1,104
d1y71a1,b.34.16.1,b,b.34,b.34.16,b.34.16.1,124
d5ycqa_,b.34.17.1,b,b.34,b.34.17,b.34.17.1,95
d2eyqa1,b.34.18.1,b,b.34,b.34.18,b.34.18.1,80
d3dkma1,b.34.19.1,b,b.34,b.34.19,b.34.19.1,70
d2heqa1,b.34.20.1,b,b.34,b.34.20,b.34.20.1,65
d3u1ua_,b.34.21.1,b,b.34,b.34.21,b.34.21.1,135
d1g31a_,b.35.1.1,b,b.35,b.35.1,b.35.1.1,107
d3nx6a_,b.35.1.0,b,b.35,b.35.1,b.35.1.0,94
d1auua_,b.35.2.1,b,b.35,b.35.2,b.35.2.1,55
d1nf3c_,b.36.1.1,b,b.36,b.36.1,b.36.1.1,123
d1wifa1,b.36.1.1,b,b.36,b.36.1,b.36.1.1,113
d2f5ya1,b.36.1.1,b,b.36,b.36.1,b.36.1.1,81
d2fe5a1,b.36.1.1,b,b.36,b.36.1,b.36.1.1,92
d1r6ja1,b.36.1.1,b,b.36,b.36.1,b.36.1.1,77
d1fc6a3,b.36.1.3,b,b.36,b.36.1,b.36.1.3,92
d1k32a1,b.36.1.3,b,b.36,b.36.1,b.36.1.3,91
d2z9ia1,b.36.1.4,b,b.36,b.36.1,b.36.1.4,88
d2i6va1,b.36.1.5,b,b.36,b.36.1,b.36.1.5,87
d2hgaa1,b.36.1.6,b,b.36,b.36.1,b.36.1.6,103
d2q3ga1,b.36.1.0,b,b.36,b.36.1,b.36.1.0,84
d2gzva1,b.36.1.0,b,b.36,b.36.1,b.36.1.0,87
d5m3na2,b.36.1.0,b,b.36,b.36.1,b.36.1.0,101
d2e7ka1,b.36.1.0,b,b.36,b.36.1,b.36.1.0,78
d3vqfa_,b.36.1.0,b,b.36,b.36.1,b.36.1.0,85
d2yuba1,b.36.1.0,b,b.36,b.36.1,b.36.1.0,105
d2egoa1,b.36.1.0,b,b.36,b.36.1,b.36.1.0,94
d1g3pa2,b.37.1.1,b,b.37,b.37.1,b.37.1.1,127
d1g3pa1,b.37.1.1,b,b.37,b.37.1,b.37.1.1,65
d1th7a1,b.38.1.1,b,b.38,b.38.1,b.38.1.1,76
d1d3bd_,b.38.1.1,b,b.38,b.38.1,b.38.1.1,86
d4f7ua_,b.38.1.1,b,b.38,b.38.1,b.38.1.1,82
d1m5q1_,b.38.1.1,b,b.38,b.38.1,b.38.1.1,127
d2ylba_,b.38.1.2,b,b.38,b.38.1,b.38.1.2,65
d2vv5a1,b.38.1.3,b,b.38,b.38.1,b.38.1.3,67
d1ycya1,b.38.1.4,b,b.38,b.38.1,b.38.1.4,66
d6f9wa_,b.38.1.5,b,b.38,b.38.1,b.38.1.5,74
d2ra2a1,b.38.1.6,b,b.38,b.38.1,b.38.1.6,53
d4emka_,b.38.1.0,b,b.38,b.38.1,b.38.1.0,72
d1ib8a1,b.38.2.1,b,b.38,b.38.2,b.38.2.1,74
d1zq1a1,b.38.3.1,b,b.38,b.38.3,b.38.3.1,74
d2qi2a1,b.38.4.1,b,b.38,b.38.4,b.38.4.1,126
d2vgna1,b.38.4.1,b,b.38,b.38.4,b.38.4.1,135
d2f5tx1,b.38.5.1,b,b.38,b.38.5,b.38.5.1,92
d1whia_,b.39.1.1,b,b.39,b.39.1,b.39.1.1,122
d4eqpa_,b.40.1.1,b,b.40,b.40.1,b.40.1.1,129
d5elba_,b.40.2.1,b,b.40,b.40.2,b.40.2.1,103
d1c48a_,b.40.2.1,b,b.40,b.40.2,b.40.2.1,69
d6ro0b2,b.40.2.1,b,b.40,b.40.2,b.40.2.1,110
d6ro0d_,b.40.2.1,b,b.40,b.40.2,b.40.2.1,110
d6ro0f_,b.40.2.1,b,b.40,b.40.2,b.40.2.1,98
d4fo2a_,b.40.2.1,b,b.40,b.40.2,b.40.2.1,98
d3seba1,b.40.2.2,b,b.40,b.40.2,b.40.2.2,121
d1eu3a1,b.40.2.2,b,b.40,b.40.2,b.40.2.2,97
d1et9a1,b.40.2.2,b,b.40,b.40.2,b.40.2.2,95
d4ohja1,b.40.2.2,b,b.40,b.40.2,b.40.2.2,92
d3ea6a1,b.40.2.0,b,b.40,b.40.2,b.40.2.0,84
d2rdha1,b.40.2.0,b,b.40,b.40.2,b.40.2.0,88
d2e2dc2,b.40.3.1,b,b.40,b.40.3,b.40.3.1,179
d1jb3a_,b.40.3.2,b,b.40,b.40.3,b.40.3.2,127
d2a73b8,b.40.3.3,b,b.40,b.40.3,b.40.3.3,146
d1uapa1,b.40.3.3,b,b.40,b.40.3,b.40.3.3,130
d1eova1,b.40.4.1,b,b.40,b.40.4,b.40.4.1,134
d3a74a1,b.40.4.1,b,b.40,b.40.4,b.40.4.1,142
d1cuka3,b.40.4.2,b,b.40,b.40.4,b.40.4.2,64
d1o7ia_,b.40.4.3,b,b.40,b.40.4,b.40.4.3,115
d1kxla_,b.40.4.3,b,b.40,b.40.4,b.40.4.3,187
d1jb7b_,b.40.4.3,b,b.40,b.40.4,b.40.4.3,216
d1iyjb5,b.40.4.3,b,b.40,b.40.4,b.40.4.3,138
d1iyjb3,b.40.4.3,b,b.40,b.40.4,b.40.4.3,133
d1xjva1,b.40.4.3,b,b.40,b.40.4,b.40.4.3,140
d1xjva2,b.40.4.3,b,b.40,b.40.4,b.40.4.3,151
d2pi2a_,b.40.4.3,b,b.40,b.40.4,b.40.4.3,136
d1jmca1,b.40.4.3,b,b.40,b.40.4,b.40.4.3,116
d1jmca2,b.40.4.3,b,b.40,b.40.4,b.40.4.3,122
d1l1oc_,b.40.4.3,b,b.40,b.40.4,b.40.4.3,178
d3ulla_,b.40.4.3,b,b.40,b.40.4,b.40.4.3,115
d1jb7a2,b.40.4.3,b,b.40,b.40.4,b.40.4.3,124
d1jb7a3,b.40.4.3,b,b.40,b.40.4,b.40.4.3,167
d1woca_,b.40.4.3,b,b.40,b.40.4,b.40.4.3,99
d4ipca1,b.40.4.3,b,b.40,b.40.4,b.40.4.3,120
d2pi2e_,b.40.4.3,b,b.40,b.40.4,b.40.4.3,117
d1jjcb3,b.40.4.4,b,b.40,b.40.4,b.40.4.4,113
d1fl0a1,b.40.4.4,b,b.40,b.40.4,b.40.4.4,163
d1khia2,b.40.4.5,b,b.40,b.40.4,b.40.4.5,71
d1x6oa2,b.40.4.5,b,b.40,b.40.4,b.40.4.5,79
d1bkba2,b.40.4.5,b,b.40,b.40.4,b.40.4.5,65
d1y14b1,b.40.4.5,b,b.40,b.40.4,b.40.4.5,91
d1go3e1,b.40.4.5,b,b.40,b.40.4,b.40.4.5,106
d1wfqa1,b.40.4.5,b,b.40,b.40.4,b.40.4.5,76
d1ueba2,b.40.4.5,b,b.40,b.40.4,b.40.4.5,63
d1ueba3,b.40.4.5,b,b.40,b.40.4,b.40.4.5,58
d2id0a1,b.40.4.5,b,b.40,b.40.4,b.40.4.5,87
d2id0a2,b.40.4.5,b,b.40,b.40.4,b.40.4.5,90
d2id0a3,b.40.4.5,b,b.40,b.40.4,b.40.4.5,78
d2vnud2,b.40.4.5,b,b.40,b.40.4,b.40.4.5,88
d2vnud1,b.40.4.5,b,b.40,b.40.4,b.40.4.5,95
d2vnud3,b.40.4.5,b,b.40,b.40.4,b.40.4.5,148
d2nn6i1,b.40.4.5,b,b.40,b.40.4,b.40.4.5,125
d1vq8a2,b.40.4.5,b,b.40,b.40.4,b.40.4.5,90
d1t9ha1,b.40.4.5,b,b.40,b.40.4,b.40.4.5,67
d1u0la1,b.40.4.5,b,b.40,b.40.4,b.40.4.5,66
d1a62a2,b.40.4.5,b,b.40,b.40.4,b.40.4.5,78
d2r7da1,b.40.4.5,b,b.40,b.40.4,b.40.4.5,58
d1fjgl_,b.40.4.5,b,b.40,b.40.4,b.40.4.5,125
d1fjgq_,b.40.4.5,b,b.40,b.40.4,b.40.4.5,104
d1ne3a_,b.40.4.5,b,b.40,b.40.4,b.40.4.5,68
d4c3hg2,b.40.4.5,b,b.40,b.40.4,b.40.4.5,190
d2asba1,b.40.4.5,b,b.40,b.40.4,b.40.4.5,76
d1hh2p1,b.40.4.5,b,b.40,b.40.4,b.40.4.5,72
d2je6i1,b.40.4.5,b,b.40,b.40.4,b.40.4.5,87
d2nn6g1,b.40.4.5,b,b.40,b.40.4,b.40.4.5,88
d1smxa_,b.40.4.5,b,b.40,b.40.4,b.40.4.5,87
d2nn6h1,b.40.4.5,b,b.40,b.40.4,b.40.4.5,95
d1wi5a1,b.40.4.5,b,b.40,b.40.4,b.40.4.5,106
d1d7qa_,b.40.4.5,b,b.40,b.40.4,b.40.4.5,143
d1luza_,b.40.4.5,b,b.40,b.40.4,b.40.4.5,85
d3i4oa_,b.40.4.5,b,b.40,b.40.4,b.40.4.5,68
d1a0ia1,b.40.4.6,b,b.40,b.40.4,b.40.4.6,109
d1fvia1,b.40.4.6,b,b.40,b.40.4,b.40.4.6,104
d1x9na2,b.40.4.6,b,b.40,b.40.4,b.40.4.6,148
d1p16a1,b.40.4.6,b,b.40,b.40.4,b.40.4.6,145
d1dgsa2,b.40.4.6,b,b.40,b.40.4,b.40.4.6,86
d1ckma1,b.40.4.6,b,b.40,b.40.4,b.40.4.6,89
d1gvpa_,b.40.4.7,b,b.40,b.40.4,b.40.4.7,87
d1pfsa_,b.40.4.7,b,b.40,b.40.4,b.40.4.7,78
d1je5a_,b.40.4.7,b,b.40,b.40.4,b.40.4.7,197
d2a1ka_,b.40.4.7,b,b.40,b.40.4,b.40.4.7,215
d1twfh_,b.40.4.8,b,b.40,b.40.4,b.40.4.8,145
d1gm5a2,b.40.4.9,b,b.40,b.40.4,b.40.4.9,180
d1k3ra1,b.40.4.10,b,b.40,b.40.4,b.40.4.10,71
d3ja831,b.40.4.11,b,b.40,b.40.4,b.40.4.11,321
d3ja851,b.40.4.11,b,b.40,b.40.4,b.40.4.11,341
d3ja861,b.40.4.11,b,b.40,b.40.4,b.40.4.11,361
d3ja871,b.40.4.11,b,b.40,b.40.4,b.40.4.11,387
d1uwva1,b.40.4.12,b,b.40,b.40.4,b.40.4.12,60
d1u5ka1,b.40.4.13,b,b.40,b.40.4,b.40.4.13,79
d2cqaa1,b.40.4.14,b,b.40,b.40.4,b.40.4.14,82
d2gnra_,b.40.4.15,b,b.40,b.40.4,b.40.4.15,137
d2vnud4,b.40.4.16,b,b.40,b.40.4,b.40.4.16,416
d2r7da2,b.40.4.16,b,b.40,b.40.4,b.40.4.16,401
d2q2ia_,b.40.4.0,b,b.40,b.40.4,b.40.4.0,112
d2xaua5,b.40.4.0,b,b.40,b.40.4,b.40.4.0,115
d6hcwa1,b.40.4.0,b,b.40,b.40.4,b.40.4.0,148
d2khia_,b.40.4.0,b,b.40,b.40.4,b.40.4.0,95
d1x54a1,b.40.4.0,b,b.40,b.40.4,b.40.4.0,104
d6wnza_,b.40.4.0,b,b.40,b.40.4,b.40.4.0,258
d4dama1,b.40.4.0,b,b.40,b.40.4,b.40.4.0,112
d2fxqa_,b.40.4.0,b,b.40,b.40.4,b.40.4.0,227
